annee,boite,lieu,modele,moteur,nbr_km,photo,prix,version
08-2023,Automatique,SPOTICAR FELIX FAURE CARRIERES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840304_1.JPG,24 500 €,PureTech 100 S&S EAT8 Allure Pack
09-2023,Automatique,SPOTICAR FELIX FAURE CARRIERES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840302_1.JPG,23 400 €,PureTech 100 S&S EAT8 Allure
09-2023,Automatique,SPOTICAR FELIX FAURE CARRIERES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840303_1.JPG,24 750 €,PureTech 100 S&S EAT8 Allure Pack
09-2023,Automatique,SPOTICAR FELIX FAURE CARRIERES,Citroën C4,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2840301_1.JPG,31 750 €,PureTech 130 S&S EAT8 Shine
09-2023,Manuelle,SPOTICAR FELIX FAURE CARRIERES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840299_1.JPG,25 400 €,PureTech 100 S&S BVM6 GT
09-2023,Manuelle,SPOTICAR FELIX FAURE CARRIERES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840298_1.JPG,23 300 €,PureTech 100 S&S BVM6 Allure Pack
09-2023,Manuelle,SPOTICAR FELIX FAURE CARRIERES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840300_1.JPG,22 400 €,PureTech 100 S&S BVM6 Allure
09-2023,Manuelle,SPOTICAR FELIX FAURE CARRIERES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840296_1.JPG,23 300 €,PureTech 100 S&S BVM6 Allure Pack
09-2023,Manuelle,SPOTICAR FELIX FAURE CARRIERES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840297_1.JPG,23 300 €,PureTech 100 S&S BVM6 Allure Pack
12-2018,Automatique,SPOTICAR GGS AUTO PEZENAS,Peugeot 308,Essence,85 869 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2840613_1.JPG,22 990 €,1.6 PureTech 225ch S&S GT EAT8
04-2022,Automatique,SPOTICAR MIDI AUTO 27 NORMANVILLE,Peugeot 308,Essence,7 542 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2840603_1.JPG,31 990 €,1.2 PureTech 130ch S&S Allure Pack EAT8
09-2019,Automatique,SPOTICAR MIDI AUTO 27 NORMANVILLE,Peugeot 5008,Diesel,113 706 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2840602_1.JPG,25 990 €,1.5 BlueHDi 130ch E6.c Allure S&S EAT8
11-2019,Automatique,SPOTICAR PICARD RAMONVILLE,Peugeot 308,Essence,16 906 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2840601_1.JPG,20 990 €,1.2 PureTech 130ch E6.3 S&S Allure EAT8
09-2018,Manuelle,SPOTICAR MIDI AUTO 27 NORMANVILLE,Peugeot 308,Essence,76 560 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2840598_1.JPG,18 990 €,1.2 PureTech 130ch &euro;6.c S&S GT Line
07-2020,Automatique,SPOTICAR MIDI AUTO 27 NORMANVILLE,Peugeot 208,Electrique,30 287 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840600_1.JPG,24 990 €,e-208 136ch GT
09-2022,Automatique,SPOTICAR AUTOBERNARD GRENOBLE,Citroën C5 Aircross,Hybride rechargeable,20 674 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2840532_1.JPG,35 580 €,Hybrid rechargeable 225ch Shine e-EAT8
09-2023,Manuelle,SPOTICAR MIDI AUTO 19 BRIVE LA GAILLARDE,Citroën C3,Diesel,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2840492_1.JPG,22 900 €,
03-2023,Manuelle,SPOTICAR AUTOBERNARD ALBERTVILLE,Citroën C3,Essence,10 030 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2840389_1.JPG,16 900 €,1.2 PureTech 83ch S&S C-Series 123g
09-2023,Automatique,SPOTICAR FELIX FAURE CARRIERES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840309_1.JPG,23 450 €,PureTech 100 S&S EAT8 Allure
09-2023,Automatique,SPOTICAR FELIX FAURE CARRIERES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840295_1.JPG,28 700 €,PureTech 130 S&S EAT8 GT
11-2022,Manuelle,SPOTICAR FELIX FAURE CARRIERES,Citroën C3,Diesel,14 824 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2840293_1.JPG,19 350 €,BlueHDi 100 S&S BVM6 C-Series
09-2023,Automatique,SPOTICAR FELIX FAURE CARRIERES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840305_1.JPG,23 450 €,PureTech 100 S&S EAT8 Allure
09-2023,Manuelle,SPOTICAR FELIX FAURE CARRIERES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840294_1.JPG,23 300 €,PureTech 100 S&S BVM6 Allure Pack
06-2023,Manuelle,SPOTICAR FELIX FAURE CARRIERES,Peugeot 2008,Essence,4 998 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2840291_1.JPG,26 950 €,PureTech 130 S&S BVM6 Allure Pack
07-2023,Automatique,SPOTICAR FELIX FAURE CARRIERES,Citroën C4,Diesel,2 749 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2840290_1.JPG,33 000 €,BlueHDi 130 S&S EAT8 Shine
06-2016,Manuelle,SPOTICAR CLARA AUTOMOBILES NOGENT LE ROTROU,Peugeot 208,Essence,87 417 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840251_1.JPG,11 390 €,1.2 PureTech 82ch BVM5 Style
07-2020,Manuelle,SPOTICAR CLARA AUTOMOBILES REDON,Peugeot 5008,Essence,40 900 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-5008-2840250_1.JPG,25 990 €,PureTech 130ch S&S BVM6 Style
09-2022,Manuelle,SPOTICAR STELLANTIS &YOU LYON ECULLY,Peugeot 2008,Essence,17 206 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2840236_1.JPG,23 589 €,PureTech 130 S&S BVM6 Allure
09-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840179_1.JPG,23 450 €,PureTech 100 S&S EAT8 Allure
09-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840180_1.JPG,23 450 €,PureTech 100 S&S EAT8 Allure
09-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Citroën C4,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2840173_1.JPG,31 750 €,PureTech 130 S&S EAT8 Shine
09-2019,Automatique,SPOTICAR CLARIS CHARTRES,Volkswagen Touran,Diesel,70 219 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/VOLKSWAGEN-TOURAN-2840171_1.JPG,29 890 €,2.0 TDI 150 DSG7 7pl Carat
09-2023,Manuelle,SPOTICAR FELIX FAURE VITROLLES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840169_1.JPG,25 400 €,PureTech 100 S&S BVM6 GT
03-2021,Automatique,DS STORE LA ROCHELLE,DS 7,Diesel,47 225 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-7-CROSSBACK-2840166_1.JPG,39 990 €,CROSSBACK Crossback BlueHDi 180 EAT8 Grand Chic
09-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840140_1.JPG,28 700 €,PureTech 130 S&S EAT8 GT
11-2022,Manuelle,SPOTICAR FELIX FAURE VITROLLES,Citroën C3,Diesel,14 824 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2840135_1.JPG,19 350 €,BlueHDi 100 S&S BVM6 C-Series
07-2023,Automatique,SPOTICAR FELIX FAURE VITROLLES,Citroën C4,Diesel,2 749 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2840128_1.JPG,33 000 €,BlueHDi 130 S&S EAT8 Shine
06-2023,Manuelle,SPOTICAR FELIX FAURE VITROLLES,Peugeot 2008,Essence,4 998 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2840129_1.JPG,26 950 €,PureTech 130 S&S BVM6 Allure Pack
10-2019,Manuelle,SPOTICAR STELLANTIS &YOU LYON RILLIEUX LA PAPE,Citroën C3 Aircross,Essence,38 264 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2840123_1.JPG,15 489 €,PURETECH 110 S&S BVM6 SHINE
01-2022,Automatique,SPOTICAR STELLANTIS &YOU LE GRAND QUEVILLY,Seat Leon,Diesel,16 933 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/SEAT-LEON-2840105_1.JPG,28 300 €,2.0 TDI 150 DSG7 FR
12-2019,Manuelle,SPOTICAR CLARIS AUTOMOBILES CHATEAUROUX,Citroën C5 Aircross,Essence,44 627 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2840103_1.JPG,22 990 €,PureTech 130 S&S BVM6 Shine
05-2017,Manuelle,SPOTICAR STELLANTIS &YOU LE GRAND QUEVILLY,Audi TT,Essence,16 031 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/AUDI-TT-2840104_1.JPG,27 990 €,Coupe 1.8 TFSI 180
12-2019,Manuelle,SPOTICAR CLARA AUTOMOBILES LES SABLES D'OLONNE,Seat Arona,Essence,40 232 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/SEAT-ARONA-2840102_1.JPG,16 990 €,1.0 EcoTSI 95 ch Start/Stop BVM5 Xcellence
09-2023,Automatique,SPOTICAR CLARA AUTOMOBILES LES SABLES D'OLONNE,Peugeot 3008,Diesel,10 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2840101_1.JPG,33 490 €,BlueHDi 130ch S&S EAT8 Allure Pack
12-2020,Automatique,SPOTICAR BAYI AUTO MAYENNE,Peugeot 3008,Essence,24 251 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2840099_1.JPG,28 990 €,Puretech 130ch S&S EAT8 GT
09-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840085_1.JPG,23 450 €,PureTech 100 S&S EAT8 Allure
09-2023,Manuelle,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840033_1.JPG,23 300 €,PureTech 100 S&S BVM6 Allure Pack
09-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840032_1.JPG,28 700 €,PureTech 130 S&S EAT8 GT
09-2023,Manuelle,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840031_1.JPG,23 300 €,PureTech 100 S&S BVM6 Allure Pack
11-2022,Manuelle,SPOTICAR FELIX FAURE CASTELNAU,Citroën C3,Diesel,14 824 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2840027_1.JPG,19 350 €,BlueHDi 100 S&S BVM6 C-Series
06-2023,Manuelle,SPOTICAR FELIX FAURE CASTELNAU,Peugeot 2008,Essence,4 998 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2840020_1.JPG,26 950 €,PureTech 130 S&S BVM6 Allure Pack
07-2023,Automatique,SPOTICAR FELIX FAURE CASTELNAU,Citroën C4,Diesel,2 749 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2840016_1.JPG,33 000 €,BlueHDi 130 S&S EAT8 Shine
03-2022,Manuelle,SPOTICAR CLARA AUTOMOBILES FONTENAY LE COMTE,Citroën C3,Diesel,20 677 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2840012_1.JPG,17 690 €,BlueHDi 100 S&S BVM6 Shine
09-2023,Automatique,SPOTICAR FELIX FAURE CORBAS,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840000_1.JPG,23 450 €,PureTech 100 S&S EAT8 Allure
09-2023,Automatique,SPOTICAR FELIX FAURE CORBAS,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2840001_1.JPG,23 450 €,PureTech 100 S&S EAT8 Allure
09-2023,Automatique,SPOTICAR FELIX FAURE CORBAS,Citroën C4,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2839996_1.JPG,31 750 €,PureTech 130 S&S EAT8 Shine
10-2019,Automatique,SPOTICAR STELLANTIS &YOU LYON Vénissieux,Citroën C3 Aircross,Essence,48 931 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2839994_1.JPG,17 789 €,PureTech 130 S&S EAT6 Shine
09-2023,Manuelle,SPOTICAR FELIX FAURE CORBAS,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2839992_1.JPG,25 400 €,PureTech 100 S&S BVM6 GT
09-2023,Manuelle,SPOTICAR FELIX FAURE CORBAS,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2839993_1.JPG,22 400 €,PureTech 100 S&S BVM6 Allure
10-2020,Automatique,SPOTICAR STELLANTIS &YOU LYON Vénissieux,Citroën C5 Aircross,Essence,57 987 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2839991_1.JPG,25 489 €,PureTech 130 S&S EAT8 Shine
07-2022,Manuelle,SPOTICAR STELLANTIS &YOU SAINT-ETIENNE BONIFACE,Peugeot 208,Diesel,18 261 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2839986_1.JPG,22 150 €,BlueHDi 100 S&S BVM6 Roadtrip
09-2023,Manuelle,SPOTICAR FELIX FAURE CORBAS,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2839982_1.JPG,23 300 €,PureTech 100 S&S BVM6 Allure Pack
09-2023,Manuelle,SPOTICAR FELIX FAURE CORBAS,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2839980_1.JPG,23 300 €,PureTech 100 S&S BVM6 Allure Pack
09-2023,Manuelle,SPOTICAR FELIX FAURE CORBAS,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2839979_1.JPG,23 300 €,PureTech 100 S&S BVM6 Allure Pack
09-2023,Automatique,SPOTICAR FELIX FAURE CORBAS,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2839978_1.JPG,28 700 €,PureTech 130 S&S EAT8 GT
09-2023,Manuelle,SPOTICAR FELIX FAURE CORBAS,Peugeot 208,Essence,5 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2839977_1.JPG,23 300 €,PureTech 100 S&S BVM6 Allure Pack
11-2022,Manuelle,SPOTICAR FELIX FAURE CORBAS,Citroën C3,Diesel,14 824 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2839976_1.JPG,19 350 €,BlueHDi 100 S&S BVM6 C-Series
06-2023,Manuelle,SPOTICAR FELIX FAURE CORBAS,Peugeot 2008,Essence,4 998 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2839973_1.JPG,26 950 €,PureTech 130 S&S BVM6 Allure Pack
07-2023,Automatique,SPOTICAR FELIX FAURE CORBAS,Citroën C4,Diesel,2 749 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2839972_1.JPG,33 000 €,BlueHDi 130 S&S EAT8 Shine
02-2021,Manuelle,SPOTICAR STELLANTIS &YOU ORVAULT,Citroën C3 Aircross,Essence,32 261 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2839961_1.JPG,17 790 €,PureTech 110 S&S BVM6 Feel Pack
08-2021,Automatique,SPOTICAR CLARA AUTOMOBILES LA ROCHE SUR YON,Peugeot 2008,Essence,29 925 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2839853_1.JPG,23 990 €,PureTech 130 S&S EAT8 Allure
10-2019,Manuelle,SPOTICAR CHENOVE JMJ AUTOMOBILES,Citroën C4 Cactus,Essence,51 212 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-CACTUS-2839849_1.JPG,14 990 €,PureTech 110 S&S BVM6 Feel Business
04-2021,Manuelle,SPOTICAR VESOUL JMJ AUTOMOBILES,Citroën C3,Diesel,60 160 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2839841_1.JPG,12 980 €,BlueHDi 100 S&S BVM6 FEEL
11-2020,Automatique,SPOTICAR STELLANTIS &YOU MERIGNAC,Peugeot 3008,Hybride rechargeable,49 987 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2839832_1.JPG,31 290 €,Hybrid 225 e-EAT8 GT Line
10-2017,Manuelle,SPOTICAR STELLANTIS &YOU MERIGNAC,Peugeot 308,Essence,53 040 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2839830_1.JPG,17 990 €,1.2 PureTech 130ch S&S BVM6 GT Line
03-2018,Manuelle,SPOTICAR STELLANTIS &YOU MERIGNAC,Peugeot 208,Essence,69 522 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2839831_1.JPG,12 490 €,1.2 PureTech 110ch S&S BVM5 Allure
12-2020,Manuelle,SPOTICAR STELLANTIS &YOU LOMME,Citroën C3,Essence,33 637 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2839825_1.JPG,13 990 €,PureTech 83 S&S BVM5 Feel Business
03-2022,Manuelle,SPOTICAR STELLANTIS &YOU LOMME,Peugeot 3008,Essence,24 691 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2839824_1.JPG,28 990 €,Puretech 130ch S&S BVM6 GT
06-2020,Manuelle,SPOTICAR STELLANTIS &YOU LOMME,Citroën Berlingo,Diesel,68 046 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-BERLINGO-2839821_1.JPG,25 990 €,Taille XL BlueHDi 130 S&S BVM6 Shine
06-2020,Automatique,SPOTICAR STELLANTIS &YOU ARGENTEUIL,Peugeot 2008,Essence,29 742 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2839814_1.JPG,23 270 €,PureTech 130 S&S EAT8 Allure
02-2019,Manuelle,SPOTICAR STELLANTIS &YOU ARGENTEUIL,Citroën Berlingo,Essence,42 934 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-BERLINGO-2839813_1.JPG,24 270 €,Taille M PureTech 110 S&S BVM6 Shine
10-2019,Manuelle,SPOTICAR STELLANTIS &YOU ARGENTEUIL,Citroën C3 Aircross,Essence,35 195 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2839810_1.JPG,16 470 €,PureTech 110 S&S BVM6 Origins
06-2020,Manuelle,SPOTICAR STELLANTIS &YOU ARGENTEUIL,Citroën C1,Essence,14 644 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C1-2839811_1.JPG,9 970 €,VTi 72 S&S Feel
03-2021,Manuelle,SPOTICAR STELLANTIS &YOU AUBAGNE,Citroën C3,Essence,53 060 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2839795_1.JPG,13 590 €,PureTech 83 S&S BVM5 Shine
04-2022,Manuelle,SPOTICAR STELLANTIS &YOU LOMME,Citroën C4,Essence,23 391 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2839788_1.JPG,19 990 €,PureTech 130 S&S BVM6 Shine
10-2022,Automatique,DS STORE MARSEILLE,DS 7,Hybride rechargeable,11 709 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-7-CROSSBACK-2839774_1.JPG,48 390 €,CROSSBACK Crossback Hybride E-Tense 225 EAT8 Performance Lin
04-2021,Manuelle,None,Peugeot 208,Essence,21 348 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2839771_1.JPG,14 790 €,PureTech 75 S&S BVM5 Active Business
11-2018,Automatique,PRESTIGE AUTOMOBILES SAS,Peugeot 3008,Essence,70 100 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2839764_1.JPG,21 990 €,Puretech 130ch S&S EAT8 Allure
03-2019,Manuelle,PRESTIGE AUTOMOBILES SAS,Fiat 500,Essence,45 700 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/FIAT-500-2839763_1.JPG,13 990 €,
02-2021,Manuelle,SPOTICAR CLARIS CHARTRES,Citroën C3,Essence,56 174 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2839759_1.JPG,13 390 €,PureTech 83 S&S BVM5 Shine
07-2017,Manuelle,SPOTICAR STELLANTIS &YOU BONDY,Peugeot 208,Diesel,58 012 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2839748_1.JPG,12 490 €,1.6 BlueHDi 100ch BVM5 Allure
05-2019,Automatique,DS SALON CHAMBERY,DS 3,Essence,25 790 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-3-2839720_1.JPG,17 580 €,PureTech 110ch Forever Automatique
08-2017,Automatique,SPOTICAR CLARA AUTOMOBILES CHALLANS,Peugeot 3008,Essence,51 145 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2837184_1.JPG,23 490 €,1.2 Puretech 130ch S&S EAT6 GT Line
05-2019,Automatique,SPOTICAR STELLANTIS &YOU NANTES REZE,Citroën C4,Essence,73 265 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2833157_1.JPG,16 990 €,SPACETOURER PURETECH 130 S&S EAT8 FEEL
06-2018,Automatique,SPOTICAR EURO GARAGE PUILBOREAU,Opel Astra,Diesel,135 189 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-ASTRA-2841257_1.JPG,12 990 €,1.6 CDTI 136 AUTO INNOVATION
03-2022,Automatique,SPOTICAR AMR AUTO SAINT ESTEVE,Citroën Ami,Electrique,5 678 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-AMI-2841238_1.JPG,9 990 €,
07-2017,Manuelle,SPOTICAR AMR AUTO SAINT ESTEVE,Citroën Berlingo,Diesel,122 570 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-BERLINGO-2841237_1.JPG,10 500 €,
08-2021,Manuelle,SPOTICAR AMR AUTO SAINT ESTEVE,Citroën C3,Essence,26 786 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2841236_1.JPG,13 890 €,PureTech 83 S&S BVM Shine
03-2022,Manuelle,SPOTICAR AMR AUTO SAINT ESTEVE,Citroën C4,Diesel,60 550 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2841235_1.JPG,19 990 €,BLUEHDI 110 S&S BVM6 FEEL
